Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Marco Deuritz,MOUNTAIN_BIKING,23/06/2020,12:04:16,01:20:52,22.64,,16.8,48.8,03:34,01:14,484,37,,,,117,144,203,,,,150.0,44.0,210,55,60,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:03:54,,27.9,02:09,,566,,1793.30,,,
,00:03:55,,27.8,02:09,,566,,1800.80,,,
,00:03:56,,27.8,02:09,,566,,1808.20,,,
,00:03:57,,27.7,02:10,,566,,1815.50,,,
,00:03:58,,27.7,02:10,,566,,1822.70,,,
,00:03:59,,27.7,02:10,,566,,1829.90,,,
,00:04:00,,27.6,02:10,,566,,1837.00,,,
,00:04:01,,27.6,02:10,,566,,1844.30,,,
,00:04:02,,27.6,02:10,,566,,1851.60,,,
,00:04:03,,27.7,02:10,,566,,1859.10,,,
,00:04:04,,27.7,02:10,,566,,1866.90,,,
,00:04:05,,27.8,02:09,,565,,1873.90,,,
,00:04:06,,27.9,02:09,,565,,1880.90,,,
,00:04:07,,27.9,02:09,,565,,1887.90,,,
,00:04:08,,27.9,02:09,,565,,1895.10,,,
,00:04:09,,27.9,02:09,,565,,1901.20,,,
,00:04:10,,27.9,02:09,,565,,1907.80,,,
,00:04:11,,27.9,02:09,,565,,1915.10,,,
,00:04:12,,27.9,02:09,,565,,1923.40,,,
,00:04:13,,27.9,02:09,,565,,1931.80,,,
,00:04:14,,27.9,02:09,,565,,1939.50,,,
,00:04:15,,27.9,02:09,,565,,1947.10,,,
,00:04:16,,27.9,02:09,,565,,1954.40,,,
,00:04:17,,27.9,02:09,,565,,1962.40,,,
,00:04:18,,28.0,02:09,,565,,1970.20,,,
,00:04:19,,28.0,02:09,,565,,1978.60,,,
,00:04:20,,28.1,02:08,,565,,1986.80,,,
,00:04:21,,28.2,02:08,,565,,1995.20,,,
,00:04:22,,28.5,02:06,,565,,2004.00,,,
,00:04:23,,29.2,02:03,,565,,2013.50,,,
,00:04:24,,30.4,01:58,,565,,2023.90,,,
,00:04:25,,32.2,01:52,,565,,2035.20,,,
,00:04:26,,34.3,01:45,,565,,2047.70,,,
,00:04:27,,36.7,01:38,,565,,2061.10,,,
,00:04:28,,38.9,01:33,,565,,2074.66,,,
,00:04:29,,40.8,01:28,,565,,2088.21,,,
,00:04:30,,42.3,01:25,,565,,2101.77,,,
,00:04:31,,43.5,01:23,,564,,2115.32,,,
,00:04:32,,44.5,01:21,,564,,2128.88,,,
,00:04:33,,45.0,01:20,,564,,2142.43,,,
,00:04:34,,45.4,01:19,,564,,2155.99,,,
,00:04:35,,45.7,01:19,,564,,2169.54,,,
,00:04:36,,45.9,01:18,,564,,2183.10,,,
,00:04:37,,46.4,01:18,,563,,2196.66,,,
,00:04:38,,47.2,01:16,,563,,2210.21,,,
,00:04:39,,48.1,01:15,,563,,2223.77,,,
,00:04:40,,48.7,01:14,,563,,2237.32,,,
,00:04:41,,48.8,01:14,,563,,2250.88,,,
,00:04:42,,48.4,01:14,,563,,2264.43,,,
,00:04:43,,47.7,01:15,,562,,2277.99,,,
,00:04:44,,46.8,01:17,,562,,2291.54,,,
,00:04:45,,46.0,01:18,,562,,2305.10,,,
,00:04:46,,45.6,01:19,,562,,2318.66,,,
,00:04:47,,45.2,01:20,,561,,2332.21,,,
,00:04:48,,44.9,01:20,,561,,2345.77,,,
,00:04:49,,44.2,01:21,,561,,2359.00,,,
,00:04:50,,43.3,01:23,,561,,2367.80,,,
,00:04:51,,42.1,01:26,,561,,2378.00,,,
,00:04:52,,41.0,01:28,,561,,2388.20,,,
,00:04:53,,40.1,01:30,,560,,2398.10,,,
,00:04:54,,39.3,01:32,,560,,2407.90,,,
,00:04:55,,38.6,01:33,,560,,2417.60,,,
,00:04:56,,37.9,01:35,,560,,2426.90,,,
,00:04:57,,37.3,01:37,,559,,2436.00,,,
,00:04:58,,36.6,01:38,,559,,2445.00,,,
,00:04:59,,36.0,01:40,,559,,2453.80,,,
,00:05:00,,35.3,01:42,,559,,2462.70,,,
,00:05:01,,34.7,01:44,,559,,2471.10,,,
,00:05:02,,34.1,01:46,,559,,2479.40,,,
,00:05:03,,33.7,01:47,,558,,2487.60,,,
,00:05:04,,33.4,01:48,,558,,2496.10,,,
,00:05:05,,33.2,01:48,,558,,2504.70,,,
,00:05:06,,33.1,01:49,,558,,2513.60,,,
,00:05:07,,33.1,01:49,,557,,2522.40,,,
,00:05:08,,33.0,01:49,,557,,2531.50,,,
,00:05:09,,33.0,01:49,,557,,2540.50,,,
,00:05:10,,32.9,01:49,,557,,2549.60,,,
,00:05:11,,32.8,01:50,,557,,2558.60,,,
,00:05:12,,32.6,01:50,,557,,2567.50,,,
,00:05:13,,32.4,01:51,,556,,2576.40,,,
,00:05:14,,32.2,01:52,,556,,2585.00,,,
,00:05:15,,32.0,01:53,,556,,2593.50,,,
,00:05:16,,31.7,01:54,,556,,2601.90,,,
,00:05:17,,31.4,01:55,,556,,2610.10,,,
,00:05:18,,31.0,01:56,,556,,2618.20,,,
,00:05:19,,30.6,01:58,,555,,2626.10,,,
,00:05:20,,30.2,01:59,,555,,2634.00,,,
,00:05:21,,29.8,02:01,,555,,2641.50,,,
,00:05:22,,29.3,02:03,,555,,2649.00,,,
,00:05:23,,28.8,02:05,,554,,2656.20,,,
,00:05:24,,28.3,02:07,,554,,2663.20,,,
,00:05:25,,27.7,02:10,,554,,2670.00,,,
,00:05:26,,27.0,02:13,,554,,2676.50,,,
,00:05:27,,26.3,02:17,,554,,2682.80,,,
,00:05:28,,25.7,02:20,,554,,2689.00,,,
,00:05:29,,25.2,02:23,,554,,2695.10,,,
,00:05:30,,24.8,02:25,,554,,2701.10,,,
,00:05:31,,24.5,02:27,,553,,2707.10,,,
,00:05:32,,24.3,02:28,,553,,2713.20,,,
,00:05:33,,24.1,02:29,,553,,2719.30,,,
,00:05:34,,23.9,02:31,,553,,2725.60,,,
,00:05:35,,23.9,02:31,,553,,2731.90,,,
,00:05:36,,23.8,02:31,,553,,2738.40,,,
,00:05:37,,23.9,02:31,,552,,2745.00,,,
,00:05:38,,24.0,02:30,,552,,2751.80,,,
,00:05:39,,24.2,02:29,,552,,2758.80,,,
,00:05:40,,24.4,02:28,,552,,2765.90,,,
,00:05:41,,24.7,02:26,,552,,2773.40,,,
,00:05:42,,25.2,02:23,,552,,2781.10,,,
,00:05:43,,25.8,02:20,,551,,2789.10,,,
,00:05:44,,26.3,02:17,,551,,2797.30,,,
,00:05:45,,26.9,02:14,,551,,2805.70,,,
,00:05:46,,27.4,02:11,,551,,2814.20,,,
,00:05:47,,28.0,02:09,,551,,2822.80,,,
,00:05:48,,28.4,02:07,,551,,2831.50,,,
,00:05:49,,28.8,02:05,,550,,2840.30,,,
,00:05:50,,29.3,02:03,,550,,2849.20,,,
,00:05:51,,29.8,02:01,,550,,2858.20,,,
,00:05:52,,30.3,01:59,,550,,2867.40,,,
,00:05:53,,31.0,01:56,,550,,2877.00,,,
,00:05:54,,31.7,01:54,,550,,2886.80,,,
,00:05:55,,32.5,01:51,,549,,2896.80,,,
,00:05:56,,33.2,01:48,,549,,2907.00,,,
,00:05:57,,33.8,01:47,,549,,2917.30,,,
,00:05:58,,34.4,01:45,,549,,2927.90,,,
,00:05:59,,34.8,01:43,,548,,2938.40,,,
,00:06:00,,35.0,01:43,,548,,2948.90,,,
,00:06:01,,35.2,01:42,,548,,2959.30,,,
,00:06:02,,35.3,01:42,,548,,2969.50,,,
,00:06:03,,35.3,01:42,,548,,2979.50,,,
,00:06:04,,35.2,01:42,,548,,2989.20,,,
,00:06:05,,35.0,01:43,,547,,2998.80,,,
,00:06:06,,34.7,01:44,,547,,3008.10,,,
,00:06:07,,34.4,01:45,,547,,3017.40,,,
,00:06:08,,34.1,01:46,,547,,3026.20,,,
,00:06:09,,33.8,01:47,,547,,3035.10,,,
,00:06:10,,33.6,01:47,,547,,3044.00,,,
,00:06:11,,33.3,01:48,,546,,3052.70,,,
,00:06:12,,33.1,01:49,,546,,3061.50,,,
,00:06:13,,32.9,01:49,,546,,3070.20,,,
,00:06:14,,32.8,01:50,,546,,3079.00,,,
,00:06:15,,32.7,01:50,,546,,3087.70,,,
,00:06:16,,32.5,01:51,,546,,3096.30,,,
,00:06:17,,32.3,01:51,,545,,3104.90,,,
,00:06:18,,32.0,01:53,,545,,3113.30,,,
,00:06:19,,31.8,01:53,,545,,3121.70,,,
,00:06:20,,31.4,01:55,,545,,3129.80,,,
,00:06:21,,31.1,01:56,,545,,3137.80,,,
,00:06:22,,30.8,01:57,,545,,3145.80,,,
,00:06:23,,30.6,01:58,,545,,3153.90,,,
,00:06:24,,30.5,01:58,,545,,3161.80,,,
,00:06:25,,30.5,01:58,,545,,3169.90,,,
,00:06:26,,30.6,01:58,,545,,3178.20,,,
,00:06:27,,30.8,01:57,,544,,3186.90,,,
,00:06:28,,31.2,01:55,,544,,3195.70,,,
,00:06:29,,31.5,01:54,,544,,3204.50,,,
,00:06:30,,31.8,01:53,,544,,3213.40,,,
,00:06:31,,32.1,01:52,,544,,3222.40,,,
,00:06:32,,32.4,01:51,,544,,3231.90,,,
,00:06:33,,32.6,01:50,,544,,3241.70,,,
,00:06:34,,32.8,01:50,,544,,3251.40,,,
,00:06:35,,32.9,01:49,,544,,3260.80,,,
,00:06:36,,33.0,01:49,,544,,3270.00,,,
,00:06:37,,33.1,01:49,,543,,3279.20,,,
,00:06:38,,33.2,01:48,,543,,3288.50,,,
,00:06:39,,33.2,01:48,,543,,3297.90,,,
,00:06:40,,33.3,01:48,,543,,3307.30,,,
,00:06:41,,33.5,01:47,,543,,3316.70,,,
,00:06:42,,33.6,01:47,,543,,3326.30,,,
,00:06:43,,33.8,01:47,,543,,3335.80,,,
,00:06:44,,34.0,01:46,,543,,3345.50,,,
,00:06:45,,34.1,01:46,,543,,3355.40,,,
,00:06:46,,34.2,01:45,,543,,3365.20,,,
,00:06:47,,34.3,01:45,,543,,3375.00,,,
,00:06:48,,34.3,01:45,,543,,3384.80,,,
,00:06:49,,34.5,01:44,,543,,3394.70,,,
,00:06:50,,34.7,01:44,,543,,3404.70,,,
,00:06:51,,34.9,01:43,,543,,3414.60,,,
,00:06:52,,35.0,01:43,,543,,3424.60,,,
,00:06:53,,35.2,01:42,,543,,3434.60,,,
,00:06:54,,35.2,01:42,,543,,3444.50,,,
,00:06:55,,35.3,01:42,,542,,3454.40,,,
,00:06:56,,35.3,01:42,,542,,3464.30,,,
,00:06:57,,35.2,01:42,,542,,3474.00,,,
,00:06:58,,35.0,01:43,,542,,3483.50,,,
,00:06:59,,34.7,01:44,,542,,3492.80,,,
,00:07:00,,34.4,01:45,,542,,3502.00,,,
,00:07:01,,34.2,01:45,,542,,3510.90,,,
,00:07:02,,34.0,01:46,,542,,3519.70,,,
,00:07:03,,33.9,01:46,,542,,3528.30,,,
,00:07:04,,33.8,01:47,,542,,3536.90,,,
,00:07:05,,33.6,01:47,,542,,3545.40,,,
,00:07:06,,33.1,01:49,,542,,3553.60,,,
,00:07:07,,32.5,01:51,,542,,3561.50,,,
,00:07:08,,31.9,01:53,,542,,3569.30,,,
,00:07:09,,31.4,01:55,,542,,3577.20,,,
,00:07:10,,31.1,01:56,,542,,3585.20,,,
,00:07:11,,30.9,01:57,,542,,3593.30,,,
,00:07:12,,30.8,01:57,,542,,3601.10,,,
,00:07:13,,30.7,01:57,,541,,3608.80,,,
,00:07:14,,30.6,01:58,,541,,3616.60,,,
,00:07:15,,30.6,01:58,,541,,3624.70,,,
,00:07:16,,30.5,01:58,,541,,3633.10,,,
,00:07:17,,30.4,01:58,,541,,3641.10,,,
,00:07:18,,30.3,01:59,,541,,3649.30,,,
,00:07:19,,30.1,02:00,,541,,3657.50,,,
,00:07:20,,30.0,02:00,,541,,3665.60,,,
,00:07:21,,29.9,02:00,,541,,3673.80,,,
,00:07:22,,29.9,02:00,,541,,3682.00,,,
,00:07:23,,29.8,02:01,,541,,3690.10,,,
,00:07:24,,29.8,02:01,,541,,3698.10,,,
,00:07:25,,29.8,02:01,,541,,3706.30,,,
,00:07:26,,29.8,02:01,,541,,3714.40,,,
,00:07:27,,29.7,02:01,,541,,3722.30,,,
,00:07:28,,29.5,02:02,,541,,3730.10,,,
,00:07:29,,29.0,02:04,,541,,3737.70,,,
,00:07:30,,28.4,02:07,,541,,3744.60,,,
,00:07:31,,27.5,02:11,,541,,3750.50,,,
,00:07:32,,26.3,02:17,,541,,3755.60,,,
,00:07:33,,25.2,02:23,,540,,3759.90,,,
,00:07:34,,24.1,02:29,,540,,3763.90,,,
,00:07:35,,23.5,02:33,,540,,3767.70,,,
,00:07:36,,23.1,02:36,,540,,3771.70,,,
,00:07:37,,22.6,02:39,,540,,3775.90,,,
,00:07:38,,22.1,02:43,,540,,3779.80,,,
,00:07:39,,21.7,02:46,,540,,3783.50,,,
,00:07:40,,21.4,02:48,,540,,3788.10,,,
,00:07:41,,21.2,02:50,,540,,3793.50,,,
,00:07:42,,21.1,02:51,,540,,3799.30,,,
,00:07:43,,20.9,02:52,,540,,3804.90,,,
,00:07:44,,20.7,02:54,,540,,3810.10,,,
,00:07:45,,20.4,02:56,,540,,3815.00,,,
,00:07:46,,19.9,03:01,,540,,3820.00,,,
,00:07:47,,19.5,03:05,,540,,3825.20,,,
,00:07:48,,19.1,03:08,,540,,3830.40,,,
,00:07:49,,18.7,03:13,,540,,3835.20,,,
,00:07:50,,17.8,03:22,,540,,3839.70,,,
,00:07:51,,17.3,03:28,,540,,3843.70,,,
,00:07:52,,17.1,03:31,,540,,3847.80,,,
,00:07:53,,16.7,03:36,,540,,3851.80,,,
,00:07:54,,16.5,03:38,,540,,3855.70,,,
,00:07:55,,16.3,03:41,,541,,3859.70,,,
,00:07:56,,16.1,03:44,,541,,3863.80,,,
,00:07:57,,15.9,03:46,,541,,3867.70,,,
,00:07:58,,15.6,03:51,,541,,3871.70,,,
,00:07:59,,15.3,03:55,,541,,3875.40,,,
